gndr,yrbrn,cntry,feethngr,rlgatnd,mbtru,hinctnta,edulvlb,cntbrthd,gincdif,fairelc,dfprtal,gptpelc,medcrgv,rghmgpr,cttresa,gvctzpv,grdfinc,viepol,wpestop,votedir,lnghom1,brncntr,mbrncntc,fbrncntc,freehms,hmsacld,lrnobed,loylead,imdfetn,accalaw,dweight...32,rlgdnm,imueclt,region,lrscale,dweight...37,dweight
2,2006,BE,2,3,3,NA,113,6666,2,7,8,8,7,10,10,10,10,9,7,7,ENG,1,NG,NG,2,1,2,2,2,5,0.8822202682495117,4,8,BE24,3,0.8822202682495117,0.8822202682495117
2,1998,BE,1,7,3,NA,720,SA,3,7,6,6,9,5,8,7,6,7,8,7,DUT,2,6666,6666,1,3,1,NA,1,5,1.047642469406128,NA,5,BE24,5,1.047642469406128,1.047642469406128
1,1964,BE,1,7,2,7,610,FR,3,10,10,10,10,10,10,10,5,5,5,0,FRE,2,FR,FR,2,2,2,3,2,0,1.0877412557601929,NA,5,BE33,5,1.0877412557601929,1.0877412557601929
1,1987,BE,1,7,3,7,323,IQ,NA,10,10,10,10,10,10,10,NA,NA,NA,10,ARA,2,IQ,IQ,3,3,3,NA,1,NA,0.909909963607788,6,8,BE21,5,0.909909963607788,0.909909963607788
1,1961,BE,1,7,1,6,800,NL,2,10,10,9,10,10,10,9,9,3,3,5,DUT,2,NL,NL,1,1,3,4,2,1,0.9189488887786864,NA,7,BE24,4,0.9189488887786864,0.9189488887786864
2,1976,BE,1,7,1,6,510,6666,3,6,6,6,6,6,5,7,7,7,5,6,DUT,1,6666,6666,2,2,2,3,2,2,0.9137402176856996,NA,6,BE23,5,0.9137402176856996,0.9137402176856996
2,1951,BE,1,7,3,9,321,6666,2,2,2,7,5,5,6,9,9,8,7,5,FRE,1,6666,6666,1,2,1,NA,4,0,1.0793685913085938,NA,NA,BE32,NA,1.0793685913085938,1.0793685913085938
1,1968,BE,1,6,3,9,710,6666,2,9,7,9,6,9,9,9,9,9,9,9,DUT,1,6666,6666,2,3,1,2,2,4,0.898874819278717,1,4,BE25,6,0.898874819278717,0.898874819278717
1,2000,BE,1,7,3,5,313,6666,2,10,8,8,9,8,10,8,8,7,7,10,FRE,1,6666,6666,1,1,2,3,2,0,1.0877412557601929,NA,10,BE33,6,1.0877412557601929,1.0877412557601929
1,1939,BE,1,7,2,5,323,6666,2,8,8,7,9,8,5,9,8,9,5,8,FRE,1,6666,6666,1,3,1,1,2,6,1.0793685913085938,1,5,BE32,2,1.0793685913085938,1.0793685913085938
1,1993,BE,2,2,1,NA,113,6666,4,5,4,8,5,7,6,6,6,7,7,4,DUT,1,TR,TR,4,5,1,2,3,6,0.909909963607788,6,7,BE21,1,0.909909963607788,0.909909963607788
1,1958,BE,1,7,2,9,610,6666,1,10,9,10,9,9,10,10,10,6,6,5,FRE,1,6666,6666,1,1,3,3,1,0,1.0793685913085938,NA,10,BE32,2,1.0793685913085938,1.0793685913085938
2,2005,BE,1,7,3,5,213,6666,2,8,8,8,10,10,8,10,9,8,10,9,FRE,1,6666,6666,1,1,2,3,2,6,1.0793685913085938,1,8,BE32,4,1.0793685913085938,1.0793685913085938
1,1960,BE,1,7,1,3,222,6666,3,7,7,7,9,7,10,7,7,5,7,7,DUT,1,6666,6666,2,3,2,3,2,4,0.9176300764083862,NA,6,BE25,6,0.9176300764083862,0.9176300764083862
1,2002,BE,1,6,3,7,610,6666,2,10,6,5,6,5,9,5,6,3,4,2,DUT,1,6666,6666,1,1,3,4,2,2,1.0594688653945925,2,9,BE21,6,1.0594688653945925,1.0594688653945925
1,2005,BE,1,3,3,NA,213,6666,3,8,9,7,9,8,10,9,8,6,4,7,FRE,1,6666,MA,2,2,1,3,2,4,1.047642469406128,6,4,BE24,6,1.047642469406128,1.047642469406128
1,1938,BE,2,7,3,NA,313,CG,5,10,0,2,8,7,2,8,2,9,5,7,FRE,2,6666,6666,1,1,1,1,2,8,1.1353305578231812,1,8,BE34,7,1.1353305578231812,1.1353305578231812
1,1979,BE,1,5,3,4,323,6666,2,4,5,6,5,6,8,8,8,6,7,8,FRE,1,6666,6666,2,2,2,2,3,6,1.030007243156433,1,4,BE35,5,1.030007243156433,1.030007243156433
2,1989,BE,1,7,1,10,720,6666,2,10,10,10,9,9,10,10,10,5,5,7,DUT,1,6666,6666,1,1,4,4,1,0,1.091209888458252,NA,7,BE25,1,1.091209888458252,1.091209888458252
1,2001,BE,1,6,3,8,423,6666,2,9,9,2,6,9,7,5,8,10,10,5,DUT,1,6666,6666,1,1,2,2,1,2,1.0594688653945925,1,7,BE21,5,1.0594688653945925,1.0594688653945925
1,1989,BE,1,7,3,9,610,6666,4,10,5,8,10,10,8,5,6,NA,NA,3,DUT,1,6666,6666,1,1,4,4,NA,0,1.091209888458252,NA,7,BE25,5,1.091209888458252,1.091209888458252
1,1958,BE,NA,2,1,1,0,MA,1,10,10,5,10,10,10,7,10,0,5,0,ARA,2,MA,MA,4,4,1,2,2,4,0.909909963607788,6,6,BE21,NA,0.909909963607788,0.909909963607788
2,1972,BE,1,7,3,6,720,6666,2,10,10,8,10,10,10,9,5,7,5,3,DUT,1,6666,6666,1,1,4,4,1,0,1.0339676141738892,NA,9,BE22,2,1.0339676141738892,1.0339676141738892
1,1973,BE,1,7,1,7,313,6666,1,5,5,3,7,7,7,5,5,5,5,3,DUT,1,6666,6666,1,2,1,3,2,2,1.047642469406128,NA,3,BE24,5,1.047642469406128,1.047642469406128
2,1942,BE,1,3,3,6,610,6666,3,8,8,7,7,7,8,7,7,6,5,4,DUT,1,6666,6666,2,3,1,2,2,4,0.9013449549674988,1,7,BE23,8,0.9013449549674988,0.9013449549674988
2,1976,BE,1,4,3,NA,720,AR,2,9,7,9,9,9,9,8,9,7,9,9,DUT,2,AR,AR,1,2,2,3,3,2,1.0339676141738892,1,2,BE22,5,1.0339676141738892,1.0339676141738892
2,1967,BE,2,6,3,NA,321,CM,1,10,8,10,8,10,10,10,10,10,10,7,FRE,2,CM,CM,1,1,2,4,1,0,1.047642469406128,1,8,BE24,5,1.047642469406128,1.047642469406128
2,2004,BE,1,7,NA,NA,222,6666,3,9,7,8,7,8,9,8,7,6,9,10,FRE,1,6666,6666,1,1,1,3,2,4,1.0631500482559204,NA,6,BE31,5,1.0631500482559204,1.0631500482559204
2,1987,BE,1,7,3,7,720,AL,1,10,8,8,10,10,10,10,10,6,6,8,ENG,2,AL,AL,1,1,4,4,1,2,1.0466028451919556,NA,10,BE23,5,1.0466028451919556,1.0466028451919556
1,1957,BE,1,2,3,6,720,6666,2,10,10,8,8,8,10,10,9,8,8,9,FRE,1,6666,6666,1,1,2,4,2,3,0.8985711932182312,1,8,BE32,4,0.8985711932182312,0.8985711932182312
1,1999,BE,1,7,3,NA,610,6666,2,10,7,8,10,10,10,10,8,8,8,6,DUT,1,6666,6666,1,1,3,4,1,2,1.091209888458252,NA,7,BE25,5,1.091209888458252,1.091209888458252
1,1939,BE,1,7,3,4,423,6666,2,10,7,10,10,10,10,8,8,8,10,8,DUT,1,6666,6666,2,4,2,2,2,0,1.0339676141738892,NA,7,BE22,10,1.0339676141738892,1.0339676141738892
2,1997,BE,1,5,3,10,313,6666,4,9,8,7,10,9,10,8,7,7,8,8,FRE,1,BI,6666,1,1,2,4,2,0,1.0631500482559204,1,7,BE31,7,1.0631500482559204,1.0631500482559204
1,1971,BE,1,7,3,5,421,6666,2,8,4,6,8,7,8,7,6,6,6,6,FRE,1,6666,6666,1,2,2,4,2,3,1.0631500482559204,NA,7,BE31,7,1.0631500482559204,1.0631500482559204
2,1978,BE,1,3,3,8,710,NL,2,10,10,9,10,10,10,7,7,7,7,8,ENG,2,NL,NL,1,2,2,3,1,0,1.047642469406128,1,10,BE10,5,1.047642469406128,1.047642469406128
2,1977,BE,1,7,1,9,720,6666,1,10,10,10,10,10,10,10,10,7,7,7,DUT,1,6666,6666,1,2,2,3,2,0,1.047642469406128,NA,6,BE24,6,1.047642469406128,1.047642469406128
1,1965,BE,1,5,1,10,610,6666,2,9,8,9,8,8,9,9,9,8,9,7,DUT,1,6666,6666,1,1,2,2,2,2,1.0339676141738892,1,8,BE22,5,1.0339676141738892,1.0339676141738892
2,1969,BE,2,5,2,1,720,MD,2,9,9,9,9,6,9,9,9,8,9,9,RUM,2,MD,MD,3,3,2,2,3,8,0.9660232067108154,3,5,BE10,NA,0.9660232067108154,0.9660232067108154
2,1980,BE,1,7,1,9,610,6666,1,8,8,8,9,8,9,9,8,8,8,8,FRE,1,6666,6666,1,2,2,2,2,6,1.0631500482559204,NA,7,BE31,5,1.0631500482559204,1.0631500482559204
1,1955,BE,1,6,3,3,222,6666,2,6,5,8,8,8,2,7,5,8,8,7,DUT,1,6666,6666,5,4,1,2,1,6,0.9525170922279358,1,4,BE22,1,0.9525170922279358,0.9525170922279358
2,1996,BE,1,7,3,10,720,6666,2,10,9,4,9,10,9,7,8,5,8,5,DUT,1,6666,6666,1,1,4,4,2,1,0.9113752245903016,NA,7,BE21,4,0.9113752245903016,0.9113752245903016
2,1943,BE,1,7,2,5,313,6666,4,9,NA,10,10,10,10,10,10,NA,NA,10,DUT,1,6666,6666,1,1,1,3,4,0,1.047642469406128,1,7,BE24,5,1.047642469406128,1.047642469406128
1,1967,BE,1,5,1,7,323,IT,1,10,10,10,10,10,10,10,10,7,7,10,FRE,2,IT,IT,1,1,1,1,2,4,1.0877412557601929,1,7,BE33,5,1.0877412557601929,1.0877412557601929
1,1954,BE,2,7,1,6,313,6666,1,10,10,10,10,10,10,10,10,6,5,10,FRE,1,IT,IT,1,2,1,3,2,1,0.9150670170783995,NA,9,BE33,5,0.9150670170783995,0.9150670170783995
1,1995,BE,1,7,2,10,720,6666,4,10,10,10,5,10,10,10,7,5,5,10,DUT,1,6666,6666,1,3,3,5,2,8,1.0466028451919556,NA,2,BE23,5,1.0466028451919556,1.0466028451919556
2,1946,BE,1,7,3,3,321,6666,2,9,5,NA,NA,NA,10,NA,NA,NA,NA,NA,DUT,1,6666,6666,1,1,1,NA,4,NA,1.0594688653945925,1,0,BE21,NA,1.0594688653945925,1.0594688653945925
1,1985,BE,1,7,3,10,720,6666,4,10,10,9,10,9,7,10,8,3,9,10,DUT,1,6666,6666,1,1,3,4,3,9,1.047642469406128,NA,8,BE24,7,1.047642469406128,1.047642469406128
1,1963,BE,1,6,1,5,610,6666,2,9,5,9,5,5,10,10,10,7,8,9,DUT,1,6666,6666,2,3,1,3,3,4,1.0339676141738892,1,7,BE22,5,1.0339676141738892,1.0339676141738892
1,1989,BE,2,6,1,3,421,BG,3,9,5,6,5,7,9,8,8,8,7,9,DUT,2,BG,BG,1,3,1,1,1,9,1.0466028451919556,3,4,BE23,8,1.0466028451919556,1.0466028451919556
1,1972,BE,1,7,3,8,610,6666,2,8,8,7,8,8,8,8,8,5,5,5,FRE,1,6666,6666,1,1,2,4,2,1,1.0793685913085938,NA,7,BE32,5,1.0793685913085938,1.0793685913085938
1,1941,BE,1,4,2,6,323,6666,4,7,7,8,6,8,4,5,5,7,6,7,DUT,1,6666,6666,2,2,2,2,2,8,0.9137402176856996,NA,5,BE23,7,0.9137402176856996,0.9137402176856996
1,1972,BE,2,6,1,NA,323,EG,1,8,8,8,10,10,10,10,5,10,10,NA,ENG,2,EG,EG,2,4,2,3,2,1,1.0631500482559204,6,8,BE31,8,1.0631500482559204,1.0631500482559204
2,1983,BE,1,7,1,2,720,6666,1,10,10,10,8,10,10,10,10,10,10,7,DUT,1,6666,6666,1,1,4,4,1,0,0.9660232067108154,NA,9,BE10,0,0.9660232067108154,0.9660232067108154
1,1979,BE,1,7,1,7,720,6666,2,10,10,6,10,10,10,10,6,4,6,5,FRE,1,6666,6666,1,1,4,3,1,0,0.910750150680542,NA,10,BE10,2,0.910750150680542,0.910750150680542
1,1990,BE,1,7,1,6,323,6666,3,10,7,10,10,10,10,10,7,10,5,2,ENG,1,6666,6666,1,1,2,3,2,4,0.9252810478210448,NA,8,BE22,5,0.9252810478210448,0.9252810478210448
1,1982,BE,2,5,3,9,800,6666,2,10,9,6,10,10,10,8,8,0,5,0,DUT,1,6666,6666,1,1,3,1,3,0,1.047642469406128,1,7,BE24,2,1.047642469406128,1.047642469406128
1,1965,BE,1,7,3,10,720,6666,2,10,0,5,10,10,10,3,3,NA,0,5,DUT,1,6666,6666,1,1,4,5,1,0,1.0594688653945925,NA,6,BE21,NA,1.0594688653945925,1.0594688653945925
1,1946,BE,2,7,3,4,610,6666,3,8,8,9,8,8,9,9,9,9,9,8,DUT,1,6666,6666,2,2,1,2,2,2,1.0594688653945925,NA,5,BE21,7,1.0594688653945925,1.0594688653945925
2,1992,BE,1,7,3,8,610,6666,2,10,9,6,1,8,10,7,7,7,7,7,DUT,1,6666,6666,1,1,1,3,2,0,1.047642469406128,NA,6,BE24,5,1.047642469406128,1.047642469406128
2,1975,BE,1,7,3,NA,710,6666,1,8,8,8,8,8,10,8,8,10,10,10,DUT,1,6666,6666,1,1,1,4,2,0,0.8916580677032471,NA,5,BE22,8,0.8916580677032471,0.8916580677032471
1,1995,BE,1,7,3,7,720,MA,4,10,6,10,10,10,10,10,8,9,10,8,FRE,2,MA,MA,1,3,2,4,2,0,0.9187897443771362,6,7,BE31,5,0.9187897443771362,0.9187897443771362
2,1976,BE,1,7,1,7,213,6666,2,NA,NA,NA,10,10,9,10,10,NA,NA,10,DUT,1,6666,6666,2,1,1,4,4,6,1.091209888458252,NA,0,BE25,4,1.091209888458252,1.091209888458252
1,1984,BE,1,7,3,7,720,FR,2,10,10,5,10,10,10,10,7,8,6,8,FRE,2,FR,FR,1,1,5,3,1,0,1.0631500482559204,NA,10,BE31,4,1.0631500482559204,1.0631500482559204
2,1959,BE,1,7,3,7,610,6666,2,10,10,10,10,10,10,10,10,8,6,8,FRE,1,6666,6666,1,1,3,4,1,0,1.0877412557601929,1,9,BE33,4,1.0877412557601929,1.0877412557601929
1,1983,BE,1,7,2,5,720,6666,2,10,9,9,10,10,9,9,9,8,8,7,DUT,1,6666,6666,2,2,1,3,2,0,0.9137402176856996,NA,8,BE23,4,0.9137402176856996,0.9137402176856996
2,1941,BE,1,7,3,2,610,6666,2,8,7,8,8,8,8,8,9,9,8,8,DUT,1,6666,6666,2,2,2,4,3,4,0.8949869275093079,NA,8,BE23,5,0.8949869275093079,0.8949869275093079
1,2000,BE,2,7,3,8,313,6666,3,8,5,7,NA,8,7,NA,NA,NA,NA,5,FRE,1,6666,6666,1,1,2,3,2,2,1.0877412557601929,NA,5,BE33,3,1.0877412557601929,1.0877412557601929
1,2004,BE,1,7,3,4,213,6666,4,8,9,5,8,8,9,4,5,6,8,8,FRE,1,6666,6666,1,2,1,3,3,5,1.0877412557601929,NA,8,BE33,7,1.0877412557601929,1.0877412557601929
1,1991,BE,1,7,3,7,610,6666,2,10,10,8,9,10,10,8,8,0,7,7,DUT,1,6666,6666,2,2,1,2,3,6,1.0466028451919556,NA,9,BE23,7,1.0466028451919556,1.0466028451919556
1,1961,BE,1,7,3,7,610,FR,1,9,8,10,10,10,6,9,8,8,7,8,FRE,2,FR,FR,1,1,1,1,2,0,1.0631500482559204,1,8,BE31,6,1.0631500482559204,1.0631500482559204
2,1989,BE,1,5,2,8,321,PL,5,10,9,2,10,10,10,5,7,8,7,8,DUT,2,PL,PL,1,5,1,4,1,0,0.909909963607788,1,7,BE21,7,0.909909963607788,0.909909963607788
2,1954,BE,1,7,1,6,313,6666,3,6,8,7,8,8,8,8,8,7,7,7,FRE,1,6666,6666,2,4,1,2,2,3,1.1353305578231812,1,6,BE34,5,1.1353305578231812,1.1353305578231812
2,1990,BE,1,7,2,10,720,6666,2,10,5,5,9,10,9,9,8,8,9,8,DUT,1,6666,6666,1,1,4,4,1,0,0.909909963607788,NA,8,BE21,3,0.909909963607788,0.909909963607788
1,1967,BE,2,5,3,5,213,RO,2,9,7,8,9,8,10,8,8,8,8,9,RUM,2,RO,RO,2,2,1,2,2,7,1.0594688653945925,NA,8,BE21,8,1.0594688653945925,1.0594688653945925
1,1969,BE,1,7,3,8,321,6666,2,8,6,8,8,8,9,8,7,7,7,7,DUT,1,6666,6666,1,2,1,2,2,6,1.0594688653945925,NA,5,BE21,6,1.0594688653945925,1.0594688653945925
2,1957,BE,1,6,2,4,222,6666,3,8,8,5,7,6,9,8,6,7,5,7,DUT,1,6666,6666,2,2,1,3,2,7,1.091209888458252,1,5,BE25,1,1.091209888458252,1.091209888458252
1,1990,BE,1,7,2,5,720,BR,1,10,9,9,10,9,10,10,10,7,8,8,ENG,2,BR,BR,1,1,3,4,1,0,0.9137402176856996,NA,9,BE23,2,0.9137402176856996,0.9137402176856996
1,2003,BE,1,7,3,6,213,6666,2,8,7,6,8,8,9,6,6,6,7,6,DUT,1,6666,NL,2,1,3,3,2,4,1.0594688653945925,NA,6,BE21,5,1.0594688653945925,1.0594688653945925
2,1991,BE,1,6,1,4,413,6666,1,8,8,5,6,8,8,9,9,8,8,8,DUT,1,6666,6666,1,1,2,2,2,5,0.9189425706863404,NA,8,BE25,8,0.9189425706863404,0.9189425706863404
2,1999,BE,2,7,3,NA,323,6666,2,8,8,NA,8,NA,5,9,NA,5,8,NA,FRE,1,6666,6666,1,1,1,NA,3,NA,0.8975890874862671,NA,9,BE32,NA,0.8975890874862671,0.8975890874862671
1,2002,BE,1,7,3,5,313,6666,2,8,7,7,6,8,8,8,8,8,8,8,DUT,1,6666,6666,2,2,1,3,2,4,1.0339676141738892,1,6,BE22,7,1.0339676141738892,1.0339676141738892
1,1961,BE,1,5,2,7,610,6666,3,10,10,8,7,10,9,10,7,8,6,6,FRE,1,6666,6666,1,2,1,3,3,0,1.1353305578231812,1,8,BE34,7,1.1353305578231812,1.1353305578231812
1,1975,BE,1,7,1,10,610,6666,2,10,10,10,10,10,10,10,10,10,8,10,DUT,1,6666,6666,1,1,3,3,2,0,1.0339676141738892,1,8,BE22,3,1.0339676141738892,1.0339676141738892
2,1980,BE,2,7,1,6,720,6666,3,9,9,9,9,9,10,6,4,4,2,6,FRE,1,6666,6666,1,1,4,5,1,1,0.894101619720459,NA,7,BE10,3,0.894101619720459,0.894101619720459
1,1953,BE,1,5,3,6,113,6666,1,9,9,10,9,9,10,10,10,7,7,9,DUT,1,6666,6666,1,1,2,4,1,8,1.0339676141738892,1,7,BE22,5,1.0339676141738892,1.0339676141738892
2,1944,BE,1,6,2,6,313,6666,2,10,9,10,9,10,10,10,9,9,8,9,DUT,1,6666,6666,2,4,1,1,3,4,1.0466028451919556,1,8,BE23,9,1.0466028451919556,1.0466028451919556
1,1998,BE,1,7,3,NA,610,6666,2,10,8,9,7,8,9,9,8,8,9,7,DUT,1,6666,6666,1,1,1,2,2,2,1.091209888458252,NA,4,BE25,7,1.091209888458252,1.091209888458252
1,1987,BE,1,7,1,8,423,6666,3,10,10,10,5,10,10,10,7,7,5,10,DUT,1,6666,6666,1,1,2,3,1,0,0.9249642491340636,NA,7,BE25,0,0.9249642491340636,0.9249642491340636
1,1973,BE,1,7,1,5,610,6666,3,10,10,10,10,9,10,10,8,2,1,10,FRE,1,6666,6666,2,5,3,1,3,0,0.8985711932182312,NA,5,BE32,9,0.8985711932182312,0.8985711932182312
1,1979,BE,1,7,3,9,800,6666,2,8,7,10,9,6,8,10,7,6,4,6,DUT,1,6666,6666,1,2,2,3,1,5,0.9189488887786864,NA,8,BE24,5,0.9189488887786864,0.9189488887786864
2,2005,BE,1,7,3,NA,213,6666,2,8,7,6,10,9,7,9,8,9,8,9,DUT,1,6666,6666,1,1,2,3,2,3,1.0594688653945925,NA,6,BE21,6,1.0594688653945925,1.0594688653945925
1,1966,BE,1,7,3,NA,313,6666,2,8,7,8,7,8,8,8,7,7,5,8,FRE,1,6666,6666,2,1,2,3,2,3,1.0631500482559204,NA,7,BE31,7,1.0631500482559204,1.0631500482559204
1,1991,BE,1,7,3,8,710,6666,2,7,7,8,8,8,8,8,7,7,8,7,DUT,1,6666,NL,2,1,2,2,2,3,0.9113752245903016,NA,8,BE21,8,0.9113752245903016,0.9113752245903016
2,1964,BE,1,7,3,7,610,6666,2,10,10,8,9,10,10,10,10,8,9,10,DUT,1,6666,6666,1,1,3,3,1,0,0.898874819278717,NA,10,BE25,2,0.898874819278717,0.898874819278717
2,1999,BE,2,6,3,NA,423,TR,1,6,7,5,9,8,7,3,3,5,5,7,DUT,2,TR,TR,2,5,1,4,2,0,0.909909963607788,6,3,BE21,6,0.909909963607788,0.909909963607788
2,1961,BE,1,7,2,8,610,6666,2,10,10,5,10,10,10,10,10,10,10,5,DUT,1,6666,6666,2,3,2,4,2,0,0.8822202682495117,NA,6,BE24,6,0.8822202682495117,0.8822202682495117
2,1949,BE,1,7,3,NA,213,6666,2,8,8,9,8,8,9,9,9,7,7,9,DUT,1,6666,6666,2,4,1,2,3,8,1.0466028451919556,1,5,BE23,5,1.0466028451919556,1.0466028451919556
2,1959,BE,1,3,3,NA,222,6666,2,7,5,8,7,4,9,10,7,9,5,9,FRE,1,6666,6666,1,2,3,3,2,1,1.0877412557601929,1,7,BE33,5,1.0877412557601929,1.0877412557601929
1,1997,BE,1,4,3,5,222,6666,3,8,8,8,8,8,8,8,8,8,8,7,TUR,1,TR,TR,3,3,2,3,2,0,0.9048710465431212,6,8,BE10,5,0.9048710465431212,0.9048710465431212
2,2000,BE,1,7,3,4,323,FR,1,9,8,10,9,9,10,10,10,5,9,10,FRE,2,6666,FR,1,1,3,4,3,5,1.1353305578231812,NA,2,BE34,5,1.1353305578231812,1.1353305578231812
2,1932,BE,1,5,3,3,213,6666,1,7,8,9,6,7,8,10,8,7,5,5,DUT,1,6666,6666,2,3,2,3,3,1,1.047642469406128,1,5,BE24,6,1.047642469406128,1.047642469406128
1,1964,BE,1,6,1,7,0,6666,1,7,6,10,8,8,10,10,10,7,8,9,DUT,1,6666,6666,1,2,1,2,2,2,1.0466028451919556,1,6,BE23,5,1.0466028451919556,1.0466028451919556
1,1957,BE,1,7,2,10,720,6666,5,10,10,10,10,10,10,10,5,4,8,8,FRE,1,6666,6666,1,1,1,2,2,0,0.9250226616859436,NA,8,BE32,5,0.9250226616859436,0.9250226616859436
1,1951,BE,1,7,2,4,321,NL,2,7,7,6,8,8,9,8,8,5,7,7,DUT,2,NL,NL,2,2,1,2,2,7,1.091209888458252,NA,7,BE25,5,1.091209888458252,1.091209888458252
1,1960,BE,1,7,3,NA,610,6666,3,9,9,9,9,8,9,9,6,8,9,8,DUT,1,6666,6666,1,2,3,4,2,0,1.0466028451919556,NA,4,BE23,5,1.0466028451919556,1.0466028451919556
2,1963,BE,1,7,1,7,213,6666,1,8,7,9,8,7,9,8,8,8,8,9,DUT,1,6666,6666,1,1,1,2,3,5,0.9251684546470642,1,5,BE23,5,0.9251684546470642,0.9251684546470642
1,1998,BE,1,7,3,7,323,6666,2,9,8,8,9,9,9,8,8,6,8,7,DUT,1,6666,6666,1,1,2,3,2,3,0.9249642491340636,NA,7,BE25,7,0.9249642491340636,0.9249642491340636
1,2002,BE,2,6,3,NA,213,GQ,1,8,8,8,8,9,8,9,2,2,8,8,FRE,2,GQ,GQ,1,5,1,5,1,2,0.91739821434021,6,9,BE10,8,0.91739821434021,0.91739821434021
1,1952,BE,1,7,3,7,313,6666,2,9,10,10,10,10,6,10,10,8,10,10,DUT,1,6666,6666,1,2,2,5,2,8,0.8998737335205078,NA,5,BE23,5,0.8998737335205078,0.8998737335205078
1,1986,BE,2,7,1,8,323,PT,2,7,7,8,9,9,10,10,10,10,8,10,777,2,PT,PT,3,5,2,4,1,0,1.047642469406128,1,3,BE24,5,1.047642469406128,1.047642469406128
2,1952,BE,1,7,3,5,321,6666,1,10,8,10,5,8,10,10,7,8,8,8,DUT,1,6666,6666,1,1,3,3,2,2,0.9074446558952332,NA,5,BE25,5,0.9074446558952332,0.9074446558952332
1,1972,BE,1,5,1,8,222,6666,1,7,7,8,5,7,7,7,8,5,7,7,FRE,1,6666,6666,1,1,1,2,2,3,0.9136388301849364,1,3,BE32,7,0.9136388301849364,0.9136388301849364
2,1975,BE,1,6,1,7,323,6666,4,9,8,9,5,8,9,9,7,9,7,9,DUT,1,6666,6666,1,1,1,1,4,0,1.0466028451919556,NA,7,BE23,7,1.0466028451919556,1.0466028451919556
1,1955,BE,1,7,2,4,213,6666,3,8,8,8,10,8,9,8,7,7,8,7,DUT,1,6666,6666,1,3,2,2,2,1,1.047642469406128,NA,5,BE24,7,1.047642469406128,1.047642469406128
2,1972,BE,2,6,3,7,610,6666,2,7,7,10,8,9,9,10,9,10,10,9,DUT,1,6666,6666,2,2,2,3,3,0,0.9013449549674988,NA,3,BE23,6,0.9013449549674988,0.9013449549674988
2,1982,BE,1,2,3,6,720,NL,4,10,9,10,10,10,10,7,0,5,9,7,DUT,2,NL,NL,2,5,4,5,2,0,0.9137402176856996,2,4,BE23,10,0.9137402176856996,0.9137402176856996
1,1964,BE,1,5,1,4,323,TR,2,9,6,6,7,8,10,9,10,2,5,4,TUR,2,TR,TR,2,3,2,2,2,6,0.909909963607788,6,8,BE21,3,0.909909963607788,0.909909963607788
1,1952,BE,1,3,2,NA,720,6666,2,8,8,9,8,8,10,10,10,8,7,8,DUT,1,6666,6666,1,5,2,2,3,4,0.943034827709198,1,5,BE22,5,0.943034827709198,0.943034827709198
2,1992,BE,1,7,1,7,610,6666,2,9,8,6,9,9,9,8,6,6,5,6,DUT,1,6666,6666,1,2,4,3,2,2,0.9525170922279358,NA,6,BE22,6,0.9525170922279358,0.9525170922279358
2,1961,BE,1,7,3,NA,610,6666,2,5,5,4,5,6,5,7,7,8,8,6,DUT,1,6666,6666,2,2,1,2,2,6,1.091209888458252,NA,3,BE25,5,1.091209888458252,1.091209888458252
1,1960,BE,1,6,2,7,421,6666,1,5,6,5,9,9,10,10,10,10,10,10,DUT,1,6666,6666,1,3,1,4,3,2,0.9192549586296082,1,2,BE21,5,0.9192549586296082,0.9192549586296082
1,1969,BE,1,7,1,2,313,6666,2,10,10,10,10,10,10,10,10,5,10,10,DUT,1,6666,6666,1,1,2,4,1,0,0.909909963607788,NA,7,BE24,7,0.909909963607788,0.909909963607788
2,2003,BE,1,7,3,NA,213,6666,2,10,10,3,10,10,5,10,10,10,10,9,FRE,1,6666,6666,1,1,2,3,1,0,1.030007243156433,NA,10,BE35,4,1.030007243156433,1.030007243156433
2,1980,BE,1,6,1,3,421,6666,3,10,10,8,5,9,8,10,5,7,8,10,DUT,1,6666,6666,1,1,1,2,2,0,1.0339676141738892,1,0,BE22,5,1.0339676141738892,1.0339676141738892
2,1948,BE,1,5,2,8,720,6666,1,5,8,5,7,9,9,10,10,10,9,9,FRE,1,6666,6666,1,1,3,4,1,2,1.0877412557601929,1,9,BE33,3,1.0877412557601929,1.0877412557601929
1,1999,BE,1,7,3,NA,620,6666,2,10,8,7,10,10,10,8,8,7,6,8,DUT,1,6666,6666,1,1,3,3,2,3,1.0594688653945925,1,9,BE21,6,1.0594688653945925,1.0594688653945925
1,1946,BE,1,4,3,5,313,6666,1,10,9,10,10,10,10,10,10,8,10,8,DUT,1,6666,6666,1,1,2,4,2,0,0.8974522352218628,1,5,BE24,5,0.8974522352218628,0.8974522352218628
2,1983,BE,1,7,1,4,423,6666,1,8,5,8,5,8,8,10,9,7,6,6,DUT,1,6666,6666,1,1,1,3,4,5,1.0466028451919556,NA,2,BE23,8,1.0466028451919556,1.0466028451919556
2,1991,BE,1,5,3,NA,620,6666,2,10,7,6,8,9,9,4,7,5,5,5,DUT,1,6666,6666,1,2,4,3,2,2,0.9176300764083862,1,8,BE25,7,0.9176300764083862,0.9176300764083862
