gndr,yrbrn,cntry,feethngr,rlgatnd,mbtru,hinctnta,edulvlb,cntbrthd,gincdif,fairelc,dfprtal,gptpelc,medcrgv,rghmgpr,cttresa,gvctzpv,grdfinc,viepol,wpestop,votedir,lnghom1,brncntr,mbrncntc,fbrncntc,freehms,hmsacld,lrnobed,loylead,imdfetn,accalaw,dweight...32,rlgdnm,imueclt,region,lrscale,dweight...37,dweight
2,1937,CZ,1,6,2,2,321,6666,3,7,9,4,6,10,6,5,5,6,4,6,CZE,1,6666,6666,2,3,3,2,3,6,0.5159675478935242,1,6,CZ031,7,0.5159675478935242,0.5159675478935242
1,2004,CZ,1,7,3,NA,321,6666,3,9,8,9,10,9,9,10,9,10,10,10,CZE,1,6666,6666,3,3,2,2,3,NA,1.5479027032852173,NA,3,CZ051,NA,1.5479027032852173,1.5479027032852173
1,1967,CZ,1,5,2,6,313,6666,4,10,5,6,8,8,7,7,6,7,6,8,CZE,1,6666,6666,2,2,2,2,2,0,2.0638701915740967,2,5,CZ020,7,2.0638701915740967,2.0638701915740967
2,1983,CZ,1,7,3,NA,423,6666,1,10,8,5,7,6,8,8,7,6,5,7,CZE,1,6666,6666,1,2,1,1,4,6,1.0319350957870483,NA,6,CZ080,NA,1.0319350957870483,1.0319350957870483
1,1959,CZ,1,7,3,4,321,6666,3,7,9,6,6,8,8,6,7,7,6,6,CZE,1,6666,6666,2,3,3,2,3,7,0.5159675478935242,NA,6,CZ071,6,0.5159675478935242,0.5159675478935242
1,2001,CZ,1,4,3,NA,213,6666,5,9,7,4,5,8,7,8,8,7,5,7,CZE,1,6666,6666,4,3,3,4,3,6,1.5479027032852173,NA,8,CZ071,6,1.5479027032852173,1.5479027032852173
1,1968,CZ,1,6,3,4,323,6666,2,7,8,8,10,4,10,9,8,4,8,7,CZE,1,6666,6666,2,5,2,2,4,10,0.5159675478935242,NA,0,CZ064,5,0.5159675478935242,0.5159675478935242
1,1984,CZ,1,7,3,5,421,6666,3,10,7,10,9,0,10,0,0,10,10,8,CZE,1,6666,6666,2,4,2,3,4,0,0.5159675478935242,NA,4,CZ020,7,0.5159675478935242,0.5159675478935242
2,1970,CZ,1,5,3,9,313,6666,3,8,6,5,8,5,7,6,7,7,5,7,CZE,1,6666,6666,3,5,3,2,2,7,1.0319350957870483,1,NA,CZ020,4,1.0319350957870483,1.0319350957870483
2,1937,CZ,1,5,2,1,423,6666,4,7,9,6,7,9,6,8,7,7,9,6,CZE,1,6666,6666,3,4,3,2,3,5,0.5159675478935242,NA,7,CZ020,5,0.5159675478935242,0.5159675478935242
2,2003,CZ,1,7,3,5,213,6666,3,10,10,10,10,9,10,10,10,10,10,10,CZE,1,6666,6666,3,4,2,2,3,8,2.0638701915740967,NA,5,CZ052,5,2.0638701915740967,2.0638701915740967
2,1980,CZ,1,7,3,5,321,6666,4,10,9,5,7,10,8,9,8,8,8,7,CZE,1,6666,6666,3,4,4,3,3,6,1.0319350957870483,NA,5,CZ020,8,1.0319350957870483,1.0319350957870483
1,2000,CZ,1,7,3,3,323,6666,2,10,10,9,7,6,10,10,10,5,8,7,CZE,1,6666,6666,2,3,3,3,2,7,1.0319350957870483,NA,6,CZ020,4,1.0319350957870483,1.0319350957870483
1,1990,CZ,1,7,3,7,720,6666,3,9,9,9,9,6,9,6,6,8,8,9,CZE,1,6666,DE,3,3,3,4,4,3,1.0319350957870483,NA,NA,CZ064,NA,1.0319350957870483,1.0319350957870483
1,1985,CZ,1,7,3,NA,620,6666,2,8,7,8,8,7,8,8,8,7,6,9,CZE,1,6666,6666,2,2,2,2,2,4,1.0319350957870483,NA,5,CZ032,10,1.0319350957870483,1.0319350957870483
2,1990,CZ,1,6,3,1,313,6666,3,10,10,10,10,NA,10,10,10,10,10,10,CZE,1,6666,6666,2,NA,5,4,3,NA,0.5159675478935242,NA,3,CZ020,NA,0.5159675478935242,0.5159675478935242
2,2002,CZ,1,7,3,NA,213,6666,2,10,10,10,10,10,10,10,10,8,7,10,CZE,1,6666,6666,2,2,2,2,2,3,1.5479027032852173,NA,4,CZ020,5,1.5479027032852173,1.5479027032852173
1,1988,CZ,1,7,3,5,313,6666,1,8,8,10,8,8,8,NA,NA,5,5,NA,CZE,1,SK,6666,1,1,1,5,4,NA,0.5159675478935242,NA,0,CZ042,10,0.5159675478935242,0.5159675478935242
2,1996,CZ,1,7,3,NA,313,6666,2,5,6,8,5,7,7,7,8,7,7,6,CZE,1,6666,6666,2,2,2,2,4,6,0.5159675478935242,NA,0,CZ032,7,0.5159675478935242,0.5159675478935242
2,2000,CZ,1,7,3,NA,313,6666,1,8,8,8,10,9,8,8,8,8,8,9,CZE,1,6666,6666,1,1,NA,NA,4,NA,2.0638701915740967,NA,0,CZ080,7,2.0638701915740967,2.0638701915740967
2,1953,CZ,1,7,3,5,321,6666,2,10,5,8,7,6,10,9,3,7,6,5,CZE,1,6666,6666,3,NA,2,2,4,6,1.0319350957870483,NA,4,CZ042,6,1.0319350957870483,1.0319350957870483
1,1989,CZ,1,7,3,NA,321,6666,5,10,9,NA,10,8,10,9,1,5,10,10,CZE,1,6666,6666,3,3,4,4,3,0,0.5159675478935242,NA,7,CZ064,6,0.5159675478935242,0.5159675478935242
2,1980,CZ,1,7,3,2,321,6666,1,10,8,10,10,9,10,10,10,5,9,10,CZE,1,6666,6666,1,1,1,1,4,10,0.5159675478935242,NA,NA,CZ032,NA,0.5159675478935242,0.5159675478935242
2,1961,CZ,1,6,3,5,720,6666,2,9,9,9,9,9,10,9,10,10,10,9,CZE,1,6666,6666,2,4,1,2,NA,9,0.5159675478935242,NA,1,CZ063,5,0.5159675478935242,0.5159675478935242
2,2003,CZ,1,7,3,NA,213,6666,2,10,10,10,10,10,10,10,10,NA,10,10,CZE,1,6666,6666,1,1,2,2,2,0,1.5479027032852173,NA,7,CZ080,6,1.5479027032852173,1.5479027032852173
2,1948,CZ,1,7,3,1,321,6666,5,9,NA,7,10,10,9,10,10,10,10,9,CZE,1,6666,6666,3,5,1,2,3,10,0.5159675478935242,NA,NA,CZ042,1,0.5159675478935242,0.5159675478935242
1,1967,CZ,1,7,2,NA,720,6666,1,10,5,10,8,5,10,10,10,8,9,8,CZE,1,6666,6666,2,4,3,1,4,0,0.5159675478935242,NA,1,CZ010,6,0.5159675478935242,0.5159675478935242
1,1999,CZ,1,7,3,NA,313,6666,1,10,10,10,10,0,10,10,10,NA,8,NA,CZE,1,6666,6666,NA,5,3,5,4,4,2.0638701915740967,NA,NA,CZ064,NA,2.0638701915740967,2.0638701915740967
2,1969,CZ,1,7,2,NA,313,6666,2,10,10,8,10,8,10,9,4,5,10,8,CZE,1,6666,6666,2,5,2,3,2,2,1.0319350957870483,NA,7,CZ042,2,1.0319350957870483,1.0319350957870483
2,1962,CZ,1,7,3,5,321,6666,2,8,8,9,6,6,9,5,5,9,9,9,CZE,1,6666,6666,3,4,2,2,3,5,1.0319350957870483,NA,3,CZ051,5,1.0319350957870483,1.0319350957870483
1,1981,CZ,1,6,3,8,620,6666,3,10,9,10,10,10,10,8,8,9,10,8,CZE,1,6666,6666,3,3,3,3,2,2,1.0319350957870483,1,4,CZ031,4,1.0319350957870483,1.0319350957870483
1,1960,CZ,1,7,1,9,321,6666,2,10,5,6,8,8,8,7,6,8,7,8,CZE,1,6666,6666,3,3,2,2,2,8,1.0319350957870483,NA,7,CZ020,6,1.0319350957870483,1.0319350957870483
1,1954,CZ,1,5,3,2,321,6666,2,10,10,9,10,6,9,5,3,2,8,6,CZE,1,6666,6666,3,5,1,2,4,2,0.5159675478935242,NA,0,CZ031,6,0.5159675478935242,0.5159675478935242
2,1994,CZ,1,7,3,NA,321,6666,4,10,10,10,10,0,10,10,10,5,5,10,CZE,1,6666,6666,4,4,2,2,4,0,0.5159675478935242,NA,0,CZ042,5,0.5159675478935242,0.5159675478935242
2,1974,CZ,1,6,3,1,421,6666,1,10,10,10,10,5,10,10,10,10,10,10,CZE,1,6666,6666,2,2,1,4,4,1,1.5479027032852173,NA,0,CZ051,10,1.5479027032852173,1.5479027032852173
1,1941,CZ,1,7,3,3,321,6666,4,10,3,5,6,8,5,9,8,8,6,6,CZE,1,6666,6666,3,3,4,3,3,4,0.5159675478935242,NA,4,CZ032,6,0.5159675478935242,0.5159675478935242
1,1965,CZ,1,7,3,6,321,6666,2,10,6,8,9,8,10,10,8,9,9,10,CZE,1,6666,6666,3,3,4,4,2,5,1.0319350957870483,NA,3,CZ020,3,1.0319350957870483,1.0319350957870483
2,1960,CZ,1,6,3,2,323,6666,2,1,2,1,5,4,0,2,2,6,0,2,CZE,1,6666,6666,1,5,4,3,3,7,0.5159675478935242,NA,7,CZ080,7,0.5159675478935242,0.5159675478935242
1,1998,CZ,1,7,3,NA,323,6666,4,10,5,9,10,1,8,7,9,9,9,7,CZE,1,6666,6666,2,3,2,5,4,2,1.5479027032852173,NA,3,CZ053,NA,1.5479027032852173,1.5479027032852173
2,1982,CZ,1,6,3,NA,323,6666,2,7,5,10,10,10,0,10,0,0,10,10,CZE,1,6666,6666,3,3,2,2,3,0,1.0319350957870483,NA,0,CZ041,5,1.0319350957870483,1.0319350957870483
2,1965,CZ,1,7,2,NA,321,6666,2,10,10,0,NA,5,10,5,7,7,10,10,CZE,1,6666,6666,2,5,3,4,3,NA,1.0319350957870483,NA,2,CZ064,7,1.0319350957870483,1.0319350957870483
2,1961,CZ,1,3,3,NA,421,6666,3,7,9,3,7,5,2,4,6,4,4,10,CZE,1,6666,6666,3,3,3,3,2,4,0.5159675478935242,NA,5,CZ072,3,0.5159675478935242,0.5159675478935242
2,1993,CZ,1,7,3,3,620,6666,5,10,8,5,7,9,7,5,6,5,5,9,CZE,1,6666,6666,1,2,2,2,3,7,0.5159675478935242,NA,2,CZ020,7,0.5159675478935242,0.5159675478935242
2,1972,CZ,1,3,3,6,720,6666,2,10,10,1,7,9,10,9,3,7,9,10,CZE,1,6666,6666,1,4,1,4,4,9,1.0319350957870483,1,6,CZ080,8,1.0319350957870483,1.0319350957870483
1,1983,CZ,2,5,3,9,323,6666,4,10,1,9,1,3,9,9,10,8,9,10,CZE,1,6666,6666,5,5,4,5,2,8,1.0319350957870483,NA,7,CZ032,7,1.0319350957870483,1.0319350957870483
2,1989,CZ,1,6,3,7,321,6666,2,10,8,10,10,8,10,3,3,5,10,5,CZE,1,6666,6666,1,2,3,4,4,0,1.0319350957870483,NA,2,CZ010,5,1.0319350957870483,1.0319350957870483
1,1954,CZ,1,6,2,3,321,6666,1,9,8,9,9,8,10,10,10,8,8,9,CZE,1,6666,6666,3,4,2,3,4,6,1.0319350957870483,NA,3,CZ063,6,1.0319350957870483,1.0319350957870483
2,1965,CZ,1,3,3,8,720,6666,1,10,8,10,8,10,10,10,10,9,9,NA,CZE,1,6666,6666,1,2,2,2,4,5,1.0319350957870483,1,2,CZ063,5,1.0319350957870483,1.0319350957870483
2,1980,CZ,1,7,3,10,423,6666,3,10,9,9,9,8,8,8,8,9,9,9,CZE,1,6666,6666,2,2,1,2,4,7,1.5479027032852173,NA,0,CZ042,7,1.5479027032852173,1.5479027032852173
2,1960,CZ,1,4,2,8,321,6666,NA,10,10,10,10,10,10,10,6,NA,10,10,CZE,1,6666,6666,3,3,2,2,4,7,1.5479027032852173,1,5,CZ063,5,1.5479027032852173,1.5479027032852173
2,1989,CZ,1,5,3,7,720,6666,2,9,7,9,9,6,9,9,7,9,9,9,CZE,1,6666,6666,2,2,2,3,2,5,0.5159675478935242,NA,5,CZ010,5,0.5159675478935242,0.5159675478935242
1,2002,CZ,1,7,3,NA,323,6666,NA,9,10,9,9,9,10,10,9,9,10,10,CZE,1,6666,6666,NA,NA,2,2,4,3,1.5479027032852173,NA,1,CZ052,NA,1.5479027032852173,1.5479027032852173
2,1970,CZ,1,7,3,6,720,6666,4,10,10,9,6,9,10,10,6,7,8,9,CZE,1,6666,6666,2,3,1,2,2,5,0.5159675478935242,1,6,CZ064,0,0.5159675478935242,0.5159675478935242
2,1940,CZ,1,5,3,2,421,6666,4,10,5,6,8,8,9,6,7,7,7,8,CZE,1,6666,6666,3,4,4,3,1,5,0.5159675478935242,NA,7,CZ020,5,0.5159675478935242,0.5159675478935242
1,1972,CZ,1,6,3,8,421,6666,1,6,4,3,3,8,7,3,7,6,3,9,CZE,1,6666,6666,2,NA,2,3,3,6,0.5159675478935242,NA,2,CZ080,0,0.5159675478935242,0.5159675478935242
1,1994,CZ,2,7,3,NA,321,6666,2,5,10,10,10,10,10,10,10,10,10,10,CZE,1,6666,6666,2,2,2,3,4,NA,1.0319350957870483,NA,0,CZ071,5,1.0319350957870483,1.0319350957870483
2,2003,CZ,1,7,3,NA,213,6666,NA,10,NA,10,9,2,9,10,1,10,9,8,CZE,1,6666,6666,1,2,1,5,4,0,2.0638701915740967,NA,0,CZ051,NA,2.0638701915740967,2.0638701915740967
2,1991,CZ,1,7,3,5,620,6666,2,3,5,5,2,6,6,5,5,5,5,1,CZE,1,6666,6666,2,3,3,3,4,6,0.5159675478935242,NA,4,CZ031,7,0.5159675478935242,0.5159675478935242
1,1985,CZ,1,7,3,NA,323,6666,5,10,8,9,10,8,10,9,0,5,10,7,CZE,1,6666,6666,2,2,3,3,3,0,1.0319350957870483,NA,5,CZ080,7,1.0319350957870483,1.0319350957870483
2,1960,CZ,1,6,3,7,423,6666,2,8,8,8,9,8,8,8,9,7,7,10,CZE,1,6666,UA,2,3,2,3,3,5,1.0319350957870483,NA,5,CZ032,5,1.0319350957870483,1.0319350957870483
1,1981,CZ,1,7,3,7,720,SK,3,10,10,NA,10,10,10,6,6,8,10,10,CZE,2,SK,SK,3,NA,3,5,3,3,1.0319350957870483,NA,4,CZ064,6,1.0319350957870483,1.0319350957870483
1,1979,CZ,1,7,3,7,620,6666,3,10,7,8,9,8,8,7,5,7,10,9,CZE,1,6666,6666,2,3,1,3,2,7,0.5159675478935242,NA,7,CZ080,7,0.5159675478935242,0.5159675478935242
2,1991,CZ,1,5,3,7,720,6666,2,10,8,10,9,8,10,10,10,9,9,9,CZE,1,6666,6666,2,3,1,3,3,NA,2.0638701915740967,2,9,CZ072,6,2.0638701915740967,2.0638701915740967
1,2000,CZ,1,7,3,NA,213,6666,3,0,10,10,10,0,10,10,10,NA,NA,10,CZE,1,6666,6666,3,3,2,2,4,NA,1.0319350957870483,NA,0,CZ042,NA,1.0319350957870483,1.0319350957870483
1,1978,CZ,1,4,2,9,720,6666,5,10,7,10,9,9,10,7,0,8,9,7,CZE,1,6666,6666,2,3,3,3,2,2,1.0319350957870483,1,5,CZ064,3,1.0319350957870483,1.0319350957870483
2,1994,CZ,1,7,3,NA,423,6666,1,10,10,7,5,10,10,7,8,10,10,10,CZE,1,6666,6666,2,5,1,5,3,0,1.0319350957870483,NA,5,CZ010,5,1.0319350957870483,1.0319350957870483
2,1996,CZ,1,7,3,2,620,6666,4,5,5,8,4,5,8,8,8,7,7,6,CZE,1,6666,6666,2,4,2,1,4,4,0.5159675478935242,NA,3,CZ063,5,0.5159675478935242,0.5159675478935242
1,1972,CZ,1,6,2,8,321,6666,2,8,7,7,8,8,6,7,7,7,8,8,CZE,1,6666,6666,3,4,2,1,3,5,1.0319350957870483,NA,7,CZ052,6,1.0319350957870483,1.0319350957870483
2,1995,CZ,1,6,3,2,421,SK,4,9,9,10,10,8,10,8,8,10,10,9,CZE,2,SK,6666,1,2,5,4,3,NA,0.5159675478935242,NA,NA,CZ010,7,0.5159675478935242,0.5159675478935242
1,1970,CZ,1,7,2,6,321,6666,1,8,8,10,8,9,10,10,10,10,10,8,CZE,1,6666,6666,2,1,1,1,2,6,2.0638701915740967,NA,7,CZ042,3,2.0638701915740967,2.0638701915740967
2,1976,CZ,1,7,3,NA,321,6666,2,10,10,10,10,0,10,10,10,10,10,10,CZE,1,6666,6666,NA,NA,2,NA,3,NA,1.0319350957870483,NA,0,CZ042,5,1.0319350957870483,1.0319350957870483
2,1963,CZ,1,7,3,1,321,6666,2,5,6,9,7,6,10,7,7,10,8,7,CZE,1,6666,6666,2,2,2,3,3,4,1.5479027032852173,1,3,CZ064,7,1.5479027032852173,1.5479027032852173
2,2001,CZ,1,5,3,9,313,6666,1,8,7,8,9,8,10,10,10,9,8,10,CZE,1,6666,6666,1,2,5,4,2,2,1.5479027032852173,NA,6,CZ042,5,1.5479027032852173,1.5479027032852173
2,1959,CZ,1,7,3,NA,720,6666,5,10,8,4,10,10,10,8,0,5,6,10,CZE,1,6666,6666,2,4,3,3,2,0,0.5159675478935242,1,5,CZ031,6,0.5159675478935242,0.5159675478935242
1,1954,CZ,1,6,3,4,321,6666,3,8,6,7,8,7,9,8,7,8,8,8,CZE,1,6666,6666,4,4,1,2,4,6,1.0319350957870483,1,6,CZ010,5,1.0319350957870483,1.0319350957870483
2,1966,CZ,1,4,1,4,323,6666,2,10,10,10,10,8,10,10,10,7,10,10,CZE,1,6666,BG,1,2,2,3,4,3,0.5159675478935242,1,3,CZ080,6,0.5159675478935242,0.5159675478935242
1,1956,CZ,1,6,3,2,321,6666,1,8,7,9,5,8,9,9,9,9,9,6,CZE,1,6666,6666,4,5,4,4,3,0,0.5159675478935242,NA,1,CZ020,NA,0.5159675478935242,0.5159675478935242
2,1981,CZ,1,5,3,2,321,6666,1,10,10,10,10,10,10,10,10,10,10,10,CZE,1,6666,6666,1,1,1,2,4,10,2.0638701915740967,1,0,CZ031,2,2.0638701915740967,2.0638701915740967
2,1981,CZ,1,7,3,1,720,6666,5,10,10,10,10,0,10,0,0,10,10,10,CZE,1,6666,6666,5,5,3,3,4,5,1.0319350957870483,NA,0,CZ053,5,1.0319350957870483,1.0319350957870483
1,1973,CZ,1,7,1,NA,800,6666,5,8,8,9,7,3,9,10,10,10,10,10,CZE,1,6666,6666,1,3,1,5,4,1,0.5159675478935242,NA,0,CZ052,5,0.5159675478935242,0.5159675478935242
1,1974,CZ,1,7,3,8,321,SK,3,10,10,10,10,9,10,7,5,7,8,6,CZE,2,SK,SK,3,3,3,4,2,0,1.5479027032852173,NA,7,CZ071,8,1.5479027032852173,1.5479027032852173
1,2001,CZ,1,7,3,NA,321,6666,1,10,10,10,NA,10,10,10,10,10,10,10,CZE,1,6666,6666,3,4,2,3,4,5,1.0319350957870483,NA,0,CZ041,NA,1.0319350957870483,1.0319350957870483
2,1990,CZ,1,7,3,7,323,6666,2,10,10,10,10,10,10,10,10,10,10,10,CZE,1,6666,6666,2,3,2,3,4,0,1.0319350957870483,NA,1,CZ041,5,1.0319350957870483,1.0319350957870483
1,2002,CZ,1,7,3,NA,213,6666,5,8,10,9,10,3,8,9,10,8,9,9,CZE,1,6666,6666,1,4,1,5,4,0,1.5479027032852173,NA,0,CZ052,NA,1.5479027032852173,1.5479027032852173
1,1960,CZ,1,5,2,5,421,6666,1,8,7,9,9,7,10,9,10,9,9,8,CZE,1,6666,6666,3,3,2,2,4,6,1.0319350957870483,1,4,CZ063,6,1.0319350957870483,1.0319350957870483
2,1980,CZ,1,7,3,NA,323,6666,3,8,6,8,4,2,7,6,4,3,6,2,CZE,1,6666,6666,2,3,2,2,3,4,0.5159675478935242,NA,5,CZ063,5,0.5159675478935242,0.5159675478935242
1,1961,CZ,1,3,3,8,321,6666,1,8,8,7,9,NA,8,6,7,6,8,NA,CZE,1,6666,6666,4,4,2,2,4,7,1.0319350957870483,1,4,CZ063,2,1.0319350957870483,1.0319350957870483
2,1990,CZ,1,7,3,5,323,6666,3,10,9,9,9,9,10,8,6,6,9,7,CZE,1,6666,6666,1,5,1,1,3,0,1.0319350957870483,NA,5,CZ080,4,1.0319350957870483,1.0319350957870483
1,1972,CZ,1,7,3,NA,720,6666,3,7,8,8,8,9,8,7,7,8,7,8,CZE,1,6666,6666,3,3,4,3,4,4,2.0638701915740967,NA,4,CZ010,7,2.0638701915740967,2.0638701915740967
1,1996,CZ,1,6,3,NA,620,6666,4,10,NA,10,10,10,10,10,0,2,10,3,CZE,1,6666,6666,1,1,5,5,1,0,1.0319350957870483,NA,10,CZ064,8,1.0319350957870483,1.0319350957870483
1,2001,CZ,1,7,3,NA,313,6666,3,10,10,10,10,5,10,10,0,NA,10,9,CZE,1,6666,6666,4,3,2,3,4,NA,1.0319350957870483,NA,0,CZ041,5,1.0319350957870483,1.0319350957870483
2,1993,CZ,1,3,3,7,423,6666,4,10,8,6,7,9,10,10,10,8,9,7,CZE,1,6666,6666,3,3,2,2,2,8,1.0319350957870483,NA,7,CZ020,9,1.0319350957870483,1.0319350957870483
1,1955,CZ,1,7,2,NA,423,6666,4,10,NA,NA,NA,NA,10,7,0,10,10,9,CZE,1,6666,6666,3,4,2,NA,2,1,1.5479027032852173,NA,0,CZ051,8,1.5479027032852173,1.5479027032852173
2,1980,CZ,1,6,3,NA,421,6666,2,10,7,9,10,9,8,8,9,9,9,6,CZE,1,6666,6666,2,3,2,2,4,8,0.5159675478935242,NA,1,CZ064,5,0.5159675478935242,0.5159675478935242
1,1983,CZ,1,7,3,7,323,6666,2,10,10,10,10,10,10,4,3,6,7,10,CZE,1,6666,6666,1,1,4,5,2,0,1.0319350957870483,NA,8,CZ010,7,1.0319350957870483,1.0319350957870483
2,1973,CZ,1,6,3,10,313,6666,1,8,8,10,7,6,9,9,9,8,9,9,CZE,1,6666,6666,1,2,1,2,3,8,2.0638701915740967,NA,7,CZ042,NA,2.0638701915740967,2.0638701915740967
2,1944,CZ,1,5,2,6,321,6666,NA,10,10,10,10,10,10,10,10,8,10,10,CZE,1,6666,6666,3,5,2,2,4,NA,1.0319350957870483,1,1,CZ063,3,1.0319350957870483,1.0319350957870483
1,1995,CZ,1,7,3,NA,323,6666,1,10,8,10,7,6,10,10,10,8,10,8,CZE,1,6666,6666,2,4,3,3,4,1,1.0319350957870483,NA,5,CZ010,5,1.0319350957870483,1.0319350957870483
1,1984,CZ,1,6,3,5,313,6666,2,8,8,8,9,6,9,8,9,8,9,8,CZE,1,6666,6666,4,3,3,2,3,6,1.5479027032852173,1,5,CZ072,7,1.5479027032852173,1.5479027032852173
2,1951,CZ,2,5,2,2,323,6666,3,7,6,5,7,6,9,7,5,5,9,8,CZE,1,6666,6666,3,2,4,2,2,7,0.5159675478935242,NA,4,CZ042,3,0.5159675478935242,0.5159675478935242
2,1970,CZ,1,7,3,8,620,6666,3,10,5,4,NA,3,10,9,NA,8,6,NA,CZE,1,6666,6666,3,3,1,3,3,0,1.0319350957870483,NA,2,CZ052,9,1.0319350957870483,1.0319350957870483
1,1965,CZ,1,7,3,8,421,6666,4,7,5,6,7,9,8,5,6,6,5,3,CZE,1,6666,6666,3,3,4,3,2,5,1.0319350957870483,NA,6,CZ064,6,1.0319350957870483,1.0319350957870483
1,1978,CZ,1,7,3,8,323,6666,3,10,10,10,10,8,10,10,10,5,6,10,CZE,1,6666,6666,1,NA,5,5,2,5,1.0319350957870483,NA,8,CZ010,8,1.0319350957870483,1.0319350957870483
1,1950,CZ,1,5,3,7,720,6666,4,8,7,7,7,10,6,6,8,8,6,8,CZE,1,6666,6666,4,5,5,3,2,9,0.5159675478935242,NA,6,CZ020,7,0.5159675478935242,0.5159675478935242
2,1953,CZ,1,7,2,5,321,6666,2,10,5,7,8,9,10,7,7,6,8,5,CZE,1,6666,6666,2,4,1,1,3,0,1.0319350957870483,NA,4,CZ080,3,1.0319350957870483,1.0319350957870483
2,1983,CZ,2,7,3,7,423,6666,4,10,9,10,10,10,10,10,10,9,10,9,CZE,1,6666,6666,1,2,2,3,4,5,1.0319350957870483,NA,4,CZ080,6,1.0319350957870483,1.0319350957870483
2,1989,CZ,2,7,3,8,421,6666,4,2,5,6,10,3,8,8,8,7,6,7,CZE,1,6666,6666,3,4,1,1,4,6,1.0319350957870483,NA,7,CZ042,7,1.0319350957870483,1.0319350957870483
1,2002,CZ,1,7,3,NA,213,6666,2,10,9,9,10,5,10,9,9,9,9,9,CZE,1,6666,6666,NA,5,3,4,4,3,2.0638701915740967,NA,0,CZ064,4,2.0638701915740967,2.0638701915740967
2,1977,CZ,1,7,3,NA,323,6666,5,10,10,8,10,2,9,9,9,9,10,8,CZE,1,6666,6666,1,3,2,2,4,0,1.0319350957870483,NA,0,CZ053,NA,1.0319350957870483,1.0319350957870483
2,1959,CZ,1,NA,NA,NA,313,6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CZE,1,6666,6666,NA,NA,3,3,NA,NA,0.5159675478935242,NA,NA,CZ031,NA,0.5159675478935242,0.5159675478935242
1,1991,CZ,1,6,3,5,323,6666,2,7,6,9,10,5,10,10,10,9,9,10,CZE,1,6666,6666,2,4,2,2,4,8,1.0319350957870483,NA,0,CZ064,3,1.0319350957870483,1.0319350957870483
2,1975,CZ,1,5,2,2,520,SK,3,10,8,8,8,9,10,9,6,7,8,9,SLO,2,SK,SK,1,2,1,4,3,3,0.5159675478935242,1,7,CZ010,NA,0.5159675478935242,0.5159675478935242
1,2001,CZ,1,6,3,6,213,6666,NA,10,7,10,10,9,10,7,4,8,8,10,CZE,1,6666,6666,3,4,3,4,3,7,1.5479027032852173,NA,3,CZ010,NA,1.5479027032852173,1.5479027032852173
1,1995,CZ,1,7,3,NA,620,6666,4,10,7,4,10,7,10,4,4,7,7,7,CZE,1,6666,6666,1,1,NA,4,2,0,0.5159675478935242,NA,5,CZ064,6,0.5159675478935242,0.5159675478935242
2,1958,CZ,1,6,2,8,313,6666,4,10,10,10,10,10,10,8,8,7,9,10,CZE,1,6666,6666,2,2,2,3,3,9,1.0319350957870483,1,4,CZ010,8,1.0319350957870483,1.0319350957870483
2,1984,CZ,1,7,3,NA,620,6666,4,9,5,8,8,5,9,7,NA,NA,7,10,CZE,1,6666,6666,2,NA,3,4,1,2,1.0319350957870483,NA,5,CZ052,8,1.0319350957870483,1.0319350957870483
2,1980,CZ,1,7,3,8,323,6666,2,10,9,9,8,9,10,8,10,10,10,6,CZE,1,6666,6666,1,3,1,1,4,10,1.5479027032852173,NA,7,CZ051,5,1.5479027032852173,1.5479027032852173
2,1950,CZ,1,7,3,NA,321,6666,4,10,9,7,10,7,8,8,7,6,8,10,CZE,1,6666,6666,2,2,5,2,2,5,1.0319350957870483,NA,6,CZ032,5,1.0319350957870483,1.0319350957870483
1,1981,CZ,1,5,3,6,313,6666,4,7,8,10,9,10,10,10,10,10,10,6,CZE,1,6666,6666,2,4,3,4,3,1,0.5159675478935242,NA,6,CZ020,6,0.5159675478935242,0.5159675478935242
2,1957,CZ,1,7,2,6,323,6666,4,8,8,8,8,8,8,8,8,8,8,8,CZE,1,6666,6666,2,3,3,4,3,7,0.5159675478935242,NA,2,CZ010,6,0.5159675478935242,0.5159675478935242
2,1951,CZ,1,5,2,NA,323,6666,4,10,9,9,7,7,10,9,6,5,7,10,CZE,1,6666,PL,2,NA,1,3,3,0,1.0319350957870483,1,5,CZ080,5,1.0319350957870483,1.0319350957870483
1,1969,CZ,1,7,3,8,321,6666,3,10,8,10,10,8,10,7,5,7,9,5,CZE,1,6666,6666,2,3,2,4,2,0,1.0319350957870483,NA,5,CZ071,6,1.0319350957870483,1.0319350957870483
1,1940,CZ,1,3,3,4,321,6666,1,10,10,8,1,5,10,10,8,10,9,8,CZE,1,6666,6666,3,4,2,4,4,3,1.0319350957870483,1,NA,CZ064,5,1.0319350957870483,1.0319350957870483
1,1951,CZ,1,7,2,4,323,6666,3,10,10,10,5,1,10,5,5,5,5,10,CZE,1,SK,6666,5,5,1,3,4,0,1.0319350957870483,NA,5,CZ080,5,1.0319350957870483,1.0319350957870483
1,1988,CZ,1,7,3,NA,321,6666,3,5,9,7,5,5,2,8,8,9,9,9,CZE,1,6666,6666,2,3,2,3,3,NA,1.0319350957870483,NA,NA,CZ041,5,1.0319350957870483,1.0319350957870483
